Operational Profile,Engine Load (%),Potencia Maxima (kw),Engines Running,Speed (kn),Draft Bow (m),Draft Stern (m),DURAÇÃO (h),MDO (m³),MDO (m³/h),Consumo Estimado (m³/h),Consumo Estimado (g/kWh),Consumo Estimado,Unnamed: 13
Eco Transit,0.34,788.8000000000001,2.0,8.045727,2.600848,4.56321,0.12,0.08874,0.7395,0.0408085274627272,227.33980000000005,454.6796000000001,0.5401337901428073
Fast Transit,0.3,696.0,2.0,11.02974074,2.553,4.159,0.0075,0.00485,0.6466666666666667,0.0369086159318181,233.029,466.0580000000001,6.610023903467667
Transit,0.34,788.8000000000001,2.0,9.10246512,2.561,4.03,0.0119444444444444,0.008741,0.7318046511627907,0.0408085274627272,227.33980000000005,454.6796000000001,3.6686337332945063
Transit,0.35,812.0,2.0,9.08293662,4.623,3.90817606,0.0394444444444444,0.030312,0.7684732394366197,0.0417576012556818,225.9805,451.961,0.3775930738876292
Transit,0.36,835.1999999999999,2.0,9.52593069,4.57249505,4.84270297,0.1683333333333333,0.13072799,0.7766019207920791,0.04269711168,224.64640000000003,449.29280000000006,0.6733896720970007
Eco Transit,0.24,556.8,2.0,4.20305114,4.52365341,3.79342614,0.0488888888888888,0.02192699,0.4485066136363637,0.0307039948581818,242.3188,484.6376,0.4002831605332888
Eco Transit,0.19,440.8,2.0,4.05282927,4.705,4.13173171,0.0227777777777777,0.007115,0.3123658536585366,0.0251534054593181,250.7533,501.5066000000001,2.5352642950552613
Eco Transit,0.34,788.8000000000001,1.23076923,10.594,2.511,4.055,0.0036111111111111,0.001589,0.4400307692307692,0.0408085274627272,227.33980000000005,454.6796000000001,24.68189267635449
Fast Transit,0.33,765.6,2.0,10.99251163,4.415,4.82890698,0.0119444444444444,0.00857501,0.7179078139534882,0.0398494911675,228.72430000000003,457.44860000000006,3.6471655621975954
Eco Transit,0.25,580.0,2.0,6.07520518,4.64426494,3.8533008,0.1394444444444444,0.072827,0.5222653386454184,0.0317706546875,240.7075,481.415,0.5637517035234184
Transit,0.35,812.0,2.0,9.36755556,2.566,3.884,0.015,0.011502,0.7668,0.0417576012556818,225.9805,451.961,2.6304643762547224
Eco Transit,0.21,487.2,2.0,5.834826,2.338768,4.407858,0.0238888888888888,0.008755,0.3664883720930232,0.0274186958038636,247.3039,494.6078,2.1317756486423343
Eco Transit,0.33,765.6,2.0,8.806234,2.547782,4.433963,0.0130555555555555,0.00927,0.7100425531914893,0.0398494911675,228.72430000000003,457.44860000000006,3.2987584862459545
Fast Transit,0.37,858.4,2.0,11.036,4.578,4.49,0.0038888888888888,0.003267,0.8400857142857143,0.0436274578693181,223.3375,446.675,12.353981594526532
Eco Transit,0.21,487.2,2.0,6.65634846,4.52346499,4.35489188,0.9916666666666666,0.390196,0.3934749579831933,0.0274186958038636,247.3039,494.6078,0.9297309664787348
Eco Transit,0.21,487.2,2.0,7.20054917,4.54661967,4.11372699,0.6186111111111111,0.246185,0.397964077233947,0.0274186958038636,247.3039,494.6078,0.8886256441137208
Eco Transit,0.32,742.4,2.0,8.76864103,4.51189744,3.69479487,0.0108333333333333,0.007776,0.7177846153846154,0.0388800932363636,230.134,460.268,4.000011990273102
Transit,0.35,812.0,2.0,10.80762441,4.60686758,4.21651178,0.5894444444444444,0.461636,0.7831713477851083,0.0417576012556818,225.9805,451.961,0.909544313581086
Fast Transit,0.32,742.4,2.0,11.052,2.559,3.792,0.0030555555555555,0.002063,0.6751636363636364,0.0388800932363636,230.134,460.268,17.846385475697353
Transit,0.32,742.4,2.0,8.9725,4.2465,4.28425,0.0188888888888888,0.012979,0.6871235294117647,0.0388800932363636,230.134,460.268,1.9956154739474263
Eco Transit,0.22,510.4,2.0,6.19790267,4.58893151,4.04309409,0.7705555555555557,0.334189,0.4336987743330929,0.02852841455,245.617,491.234,0.9146338911514144
Transit,0.33,765.6,1.99966285,10.4070145,2.49450101,4.3567028,1.6477777777777778,1.13527301,0.6889721571139581,0.0398494911675,228.72430000000003,457.44860000000006,0.9648987593147308
Transit,0.32,742.4,2.0,10.98172727,4.427,4.809,0.0030555555555555,0.002157,0.7059272727272727,0.0388800932363636,230.134,460.268,17.025077995532516
Eco Transit,0.18,417.6,2.0,4.07,4.671,4.727,0.0033333333333333,0.00104,0.3119999999999999,0.0239970355936363,252.5158,505.0316,22.074072686188817
Eco Transit,0.34,788.8000000000001,2.0,8.888,2.561,4.03,0.0055555555555555,0.004121,0.7417799999999999,0.0408085274627272,227.33980000000005,454.6796000000001,8.902578855308732
Transit,0.36,835.1999999999999,2.0,9.12562162,2.565,3.84193243,0.0205555555555555,0.015967,0.7767729729729729,0.04269711168,224.64640000000003,449.29280000000006,1.6740847798584586
Eco Transit,0.34,788.8000000000001,1.63636364,9.293,2.451,4.547,0.0030555555555555,0.00183,0.5989090909090908,0.0408085274627272,227.33980000000005,454.6796000000001,21.299741782911084
Eco Transit,0.24,556.8,2.0,6.18649016,2.50426429,4.11475633,0.2963888888888888,0.137834,0.4650444236176195,0.0307039948581818,242.3188,484.6376,0.7772393251434202
Eco Transit,0.22,510.4,2.0,6.00977348,4.62217127,3.84801105,0.0502777777777777,0.02002299,0.398247314917127,0.02852841455,245.617,491.234,0.4247829395110321
Transit,0.35,812.0,2.0,9.201,2.562,3.837,0.0127777777777777,0.009887,0.7737652173913043,0.0417576012556818,225.9805,451.961,3.22348551185211
Eco Transit,0.34,788.8000000000001,2.0,8.934686,2.603358,4.54098,0.0097222222222222,0.007373,0.7583657142857143,0.0408085274627272,227.33980000000005,454.6796000000001,4.534860635118308
Eco Transit,0.2,464.0,2.0,6.65583871,4.68964516,4.18564516,0.0172222222222222,0.006327,0.3673741935483871,0.0262938258181818,249.016,498.032,3.1558125206546257
Transit,0.28,649.6,2.0,10.94603415,2.47381951,4.35394634,0.0569444444444444,0.031926,0.5606517073170731,0.03489090248,236.02480000000003,472.04960000000005,0.0928679596567062
Eco Transit,0.32,742.4,2.0,8.8437931,2.493,4.88337931,0.0161111111111111,0.011421,0.7088896551724139,0.0388800932363636,230.134,460.268,2.404263482739133
Eco Transit,0.36,835.1999999999999,2.0,8.60815385,2.565,3.83923077,0.0325,0.02586699,0.7959073846153846,0.04269711168,224.64640000000003,449.29280000000006,0.6506409010093561
Eco Transit,0.22,510.4,2.0,6.02531721,4.69897163,4.57017023,0.5972222222222222,0.251192,0.4206005581395349,0.02852841455,245.617,491.234,0.8864278537931145
Eco Transit,0.24,556.8,2.0,5.50732071,2.50624916,4.13607155,0.3299999999999999,0.151078,0.4578121212121212,0.0307039948581818,242.3188,484.6376,0.7967672668543281
Transit,0.28,649.6,2.0,10.88976923,2.48068531,4.34873427,0.0397222222222222,0.022416,0.5643188811188811,0.03489090248,236.02480000000003,472.04960000000005,0.5565177765881517
Eco Transit,0.34,788.8000000000001,2.0,8.875,4.613,3.891,0.0097222222222222,0.007413,0.76248,0.0408085274627272,227.33980000000005,454.6796000000001,4.504994936291283
Transit,0.3,696.0,2.0,10.49743424,2.52467488,4.14626278,3.4491666666666667,2.219402,0.6434603527422083,0.0369086159318181,233.029,466.0580000000001,0.9833700177201704
Transit,0.28,649.6,2.0,9.033,4.453,3.85364773,0.0244444444444444,0.013899,0.5685954545454546,0.03489090248,236.02480000000003,472.04960000000005,1.5103174674437014
Eco Transit,0.2,464.0,2.0,4.17321739,4.665,4.709,0.0063888888888888,0.002116,0.3311999999999999,0.0262938258181818,249.016,498.032,11.426193675889328
Eco Transit,0.31,719.2,2.0,7.055299,2.478934,4.317657,0.0241666666666666,0.015944,0.659751724137931,0.0378999345356818,231.5689,463.1378,1.3770656382138629
Transit,0.35,812.0,2.0,9.3045814,2.56160465,3.849,0.0119444444444444,0.009216,0.7715720930232558,0.0417576012556818,225.9805,451.961,3.53098971958353
Eco Transit,0.34,788.8000000000001,2.0,8.66531056,4.70779192,3.4688913,0.0894444444444444,0.068622,0.7672024844720498,0.0408085274627272,227.33980000000005,454.6796000000001,0.4053142219298871
Transit,0.34,788.8000000000001,2.0,9.79079223,2.49739743,4.34869303,7.719722222222222,5.81793299,0.7536453803029758,0.0408085274627272,227.33980000000005,454.6796000000001,0.992985734360834
Transit,0.36,835.1999999999999,2.0,9.0087874,4.611,3.99917323,0.0352777777777777,0.027759,0.7868692913385826,0.04269711168,224.64640000000003,449.29280000000006,0.5381358002809902
Eco Transit,0.35,812.0,2.0,9.0011,2.447,4.579,0.0111111111111111,0.008715,0.78435,0.0417576012556818,225.9805,451.961,3.7914631389193127
Transit,0.35,812.0,2.0,9.16683333,2.566,3.838,0.02,0.01556,0.7779999999999999,0.0417576012556818,225.9805,451.961,1.6836504663034588
Eco Transit,0.25,580.0,2.0,4.91295238,4.586,4.15752381,0.0291666666666666,0.01472501,0.5048574857142857,0.0317706546875,240.7075,481.415,1.1575981739570982
Eco Transit,0.21,487.2,2.0,5.76427955,4.62114001,3.99652248,0.5991666666666667,0.22969,0.3833490959666202,0.0274186958038636,247.3039,494.6078,0.8806273855898662
Eco Transit,0.36,835.1999999999999,2.0,8.67827273,2.566,3.88948485,0.0183333333333333,0.01446699,0.7891085454545455,0.04269711168,224.64640000000003,449.29280000000006,1.9513472864776988
Eco Transit,0.35,812.0,2.0,8.23048102,4.62364611,4.55339374,0.2927777777777777,0.224037,0.7652117647058824,0.0417576012556818,225.9805,451.961,0.8136129244023005
Eco Transit,0.23,533.6,2.0,4.01023529,2.594,4.58332353,0.0094444444444444,0.004165,0.441,0.0296233811902272,243.9553,487.9106,6.112456468241843
Transit,0.27,626.4000000000001,2.0,9.044,4.71,3.521,0.0063888888888888,0.003642,0.5700521739130434,0.0338637093647727,237.5605,475.121,8.298108007900256
Eco Transit,0.36,835.1999999999999,2.0,8.72521875,2.56534375,3.83865625,0.0177777777777777,0.01406601,0.7912130625,0.04269711168,224.64640000000003,449.29280000000006,2.035481396643398
Fast Transit,0.31,719.2,2.0,11.08262832,4.436,4.79083186,0.0313888888888888,0.021217,0.6759398230088496,0.0378999345356818,231.5689,463.1378,0.7863003504586807
Eco Transit,0.21,487.2,2.0,4.2928,2.454,4.5836,0.0125,0.004757,0.3805599999999999,0.0274186958038636,247.3039,494.6078,4.763862897595887
Transit,0.32,742.4,2.0,9.269,2.49385714,4.88657143,0.0622222222222222,0.04292699,0.6898980535714285,0.0388800932363636,230.134,460.268,0.0942739466157854
Eco Transit,0.39,904.8,2.0,8.889,4.37,3.815,0.0036111111111111,0.002862,0.7925538461538462,0.0454622540775,220.79530000000003,441.59060000000005,14.884784792976944
Transit,0.33,765.6,2.0,9.40737783,4.6124005,3.89412594,0.1102777777777777,0.082043,0.743966750629723,0.0398494911675,228.72430000000003,457.44860000000006,0.514285299568519
Eco Transit,0.36,835.1999999999999,2.0,8.86743915,4.88232804,4.70274074,0.0525,0.042628,0.8119619047619047,0.04269711168,224.64640000000003,449.29280000000006,0.0016212742798161
Eco Transit,0.34,788.8000000000001,2.0,9.0584,4.6108,3.8918,0.0152777777777777,0.011497,0.7525309090909091,0.0408085274627272,227.33980000000005,454.6796000000001,2.549493560296362
Eco Transit,0.28,649.6,2.0,8.21641882,4.7674302,4.49423681,0.2686111111111111,0.156559,0.58284632885212,0.03489090248,236.02480000000003,472.04960000000005,0.7771389541323078
Eco Transit,0.33,765.6,2.0,8.27738575,2.57057889,4.48032432,9.4,6.88413097,0.7323543585106382,0.0398494911675,228.72430000000003,457.44860000000006,0.9942113984552068
Eco Transit,0.32,742.4,2.0,8.82082796,2.47510753,4.71086022,0.0516666666666666,0.035594,0.6889161290322581,0.0388800932363636,230.134,460.268,0.0923215495972254
Eco Transit,0.34,788.8000000000001,1.14285714,10.237,2.51,4.049,0.0038888888888888,0.001578,0.4057714285714285,0.0408085274627272,227.33980000000005,454.6796000000001,24.86091727676
Eco Transit,0.32,742.4,2.0,8.83546667,2.47855556,4.73633333,0.1125,0.076805,0.682711111111111,0.0388800932363636,230.134,460.268,0.4937817429026281
Transit,0.36,835.1999999999999,2.0,10.78678988,4.55933795,3.9833587,0.7627777777777778,0.61249401,0.8029783088128187,0.04269711168,224.64640000000003,449.29280000000006,0.9302897481723944
Transit,0.32,742.4,2.0,9.01695238,4.273,4.24969048,0.0116666666666666,0.00805599,0.6905134285714286,0.0388800932363636,230.134,460.268,3.826234048995051
Eco Transit,0.3,696.0,2.0,7.07758824,4.86045098,4.39090196,0.0283333333333333,0.018219,0.6430235294117647,0.0369086159318181,233.029,466.0580000000001,1.025831051749173
Transit,0.34,788.8000000000001,2.0,10.20756698,4.75213515,4.20114914,6.4991666666666665,4.77328599,0.734445850493653,0.0408085274627272,227.33980000000005,454.6796000000001,0.9914506426918016
Transit,0.29,672.8,2.0,9.12681818,4.555,3.91,0.0030555555555555,0.00177443,0.5807225454545454,0.0359057382911363,234.5143,469.0286,19.235082979399788
Eco Transit,0.21,487.2,2.0,4.12571698,4.508,3.711,0.0147222222222222,0.005469,0.3714792452830189,0.0274186958038636,247.3039,494.6078,4.013475188126464
Transit,0.32,742.4,2.0,8.995415,2.593393,4.231118,0.0113888888888888,0.007742,0.6797853658536585,0.0388800932363636,230.134,460.268,4.021970193278693
Eco Transit,0.33,765.6,2.0,8.772333,2.526369,3.648526,0.0041666666666666,0.002936,0.7046399999999999,0.0398494911675,228.72430000000003,457.44860000000006,12.57271497530654
Eco Transit,0.21,487.2,2.0,6.06972258,2.41550968,4.37616129,0.0430555555555555,0.016512,0.3835045161290322,0.0274186958038636,247.3039,494.6078,0.6605314803696486
Eco Transit,0.33,765.6,2.0,8.93116265,4.24298795,4.24544578,0.0461111111111111,0.032339,0.7013277108433735,0.0398494911675,228.72430000000003,457.44860000000006,0.232242529685519
Eco Transit,0.2,464.0,2.0,4.0645,4.661,4.69383333,0.0166666666666666,0.005632,0.33792,0.0262938258181818,249.016,498.032,3.6686480501033056
Eco Transit,0.33,765.6,2.0,8.97,4.56,4.138,0.0030555555555555,0.002238,0.7324363636363636,0.0398494911675,228.72430000000003,457.44860000000006,16.80584949396783
Eco Transit,0.37,858.4,2.0,8.6927218,4.63665414,4.04893985,0.0369444444444444,0.029665,0.8029624060150375,0.0436274578693181,223.3375,446.675,0.4706710894764261
Eco Transit,0.2,464.0,2.0,4.144,4.534,4.096,0.0105555555555555,0.003754,0.3556421052631578,0.0262938258181818,249.016,498.032,6.004215721412312
Eco Transit,0.36,835.1999999999999,2.0,8.67325352,2.558,3.81992958,0.0394444444444444,0.03106099,0.7874617183098592,0.04269711168,224.64640000000003,449.29280000000006,0.3746217258368134
Transit,0.3,696.0,2.0,10.07332695,4.73631425,4.87753377,10.6575,6.793629,0.6374505277973258,0.0369086159318181,233.029,466.0580000000001,0.994567172282764
Transit,0.34,788.8000000000001,2.0,9.02,4.689,3.409,0.0088888888888888,0.006752,0.7596,0.0408085274627272,227.33980000000005,454.6796000000001,5.0439169820389935
Transit,0.31,719.2,1.9999448,10.32831211,2.48453606,3.89732867,10.064166666666669,6.568385,0.652650658276062,0.0378999345356818,231.5689,463.1378,0.9942299462446732
Transit,0.35,812.0,2.0,9.39828814,2.56664407,3.84381356,0.0819444444444444,0.063323,0.7727552542372882,0.0417576012556818,225.9805,451.961,0.3405618613192392
Transit,0.33,765.6,2.0,11.04696825,4.408,4.82506349,0.0174999999999999,0.012541,0.7166285714285715,0.0398494911675,228.72430000000003,457.44860000000006,2.177536972131409
Transit,0.36,835.1999999999999,2.0,9.17417526,4.6218866,4.00424742,0.0269444444444444,0.021028,0.7804206185567011,0.04269711168,224.64640000000003,449.29280000000006,1.0304884763172912
Transit,0.35,812.0,2.0,9.06362281,4.83488596,4.66328947,0.095,0.0747,0.7863157894736842,0.0417576012556818,225.9805,451.961,0.4409959671260801
Eco Transit,,0.0,,6.99883459,2.49,4.38087218,0.0369444444444444,0.0,0.0,0.0,288.55,577.1,
Fast Transit,0.3,696.0,2.0,11.15188565,2.54406054,4.16208744,0.4955555555555556,0.319464,0.6446582959641256,0.0369086159318181,233.029,466.0580000000001,0.8844670575344383
Eco Transit,0.35,812.0,2.0,8.87734043,4.45,4.156,0.0130555555555555,0.009825,0.7525531914893617,0.0417576012556818,225.9805,451.961,3.250137532384917
Transit,0.31,719.2,2.0,10.943,4.437,4.792,0.0058333333333333,0.00393201,0.6740588571428571,0.0378999345356818,231.5689,463.1378,8.63881946782481
Transit,0.34,788.8000000000001,2.0,9.63979237,4.59138559,4.98573799,0.7866666666666666,0.571212,0.7261169491525424,0.0408085274627272,227.33980000000005,454.6796000000001,0.9285580004223876
Transit,0.28,649.6,2.0,9.17817241,4.464,3.823,0.0080555555555555,0.00471599,0.5854332413793103,0.03489090248,236.02480000000003,472.04960000000005,6.39842588300654
Eco Transit,0.34,788.8000000000001,2.0,8.79394915,2.444,4.595,0.0163888888888888,0.01242999,0.7584400677966101,0.0408085274627272,227.33980000000005,454.6796000000001,2.2830700155613384
Eco Transit,0.22,510.4,2.0,4.046,2.636,4.026,0.0036111111111111,0.001547,0.4284,0.02852841455,245.617,491.234,17.441121234647706
Transit,0.35,812.0,2.0,10.90414286,4.6636798,4.07588013,0.1691666666666666,0.13484299,0.7971014187192118,0.0417576012556818,225.9805,451.961,0.6903242708005672
Eco Transit,0.23,533.6,2.0,4.2364375,4.52606731,3.80922115,0.0577777777777777,0.02463301,0.4263405576923076,0.0296233811902272,243.9553,487.9106,0.2025887697129696
Eco Transit,0.32,742.4,2.0,8.911048,2.566499,4.24756,0.0583333333333333,0.039644,0.6796114285714285,0.0388800932363636,230.134,460.268,0.0192691646563504
Eco Transit,0.23,533.6,2.0,4.13407885,3.92749821,4.06663441,0.0775,0.034193,0.4412,0.0296233811902272,243.9553,487.9106,0.1336419386942567
Fast Transit,0.29,672.8,2.0,11.03593617,2.498,4.15857447,0.0261111111111111,0.016041,0.6143361702127659,0.0359057382911363,234.5143,469.0286,1.2383728128630611
Transit,0.36,835.1999999999999,2.0,9.004911,2.419472,4.538653,0.0527777777777777,0.041808,0.7921515789473684,0.04269711168,224.64640000000003,449.29280000000006,0.0212665442020667
Transit,0.29,672.8,2.0,10.8782,4.75187429,4.89030857,0.0972222222222222,0.06134699,0.6309976114285715,0.0359057382911363,234.5143,469.0286,0.4147106762510049
Eco Transit,0.32,742.4,2.0,8.90991429,2.469,4.67634286,0.0097222222222222,0.006651,0.6841028571428571,0.0388800932363636,230.134,460.268,4.845751501483032
Fast Transit,0.35,812.0,2.0,11.04483453,4.55556835,3.96207914,0.1544444444444444,0.12167399,0.7878172014388489,0.0417576012556818,225.9805,451.961,0.6568074963623547
Transit,0.32,742.4,2.0,9.15113677,2.49157371,4.86862167,0.1563888888888888,0.107874,0.6897804618117229,0.0388800932363636,230.134,460.268,0.6395786451196429
Eco Transit,0.29,672.8,2.0,8.89706818,4.459,3.83652273,0.0122222222222222,0.00705199,0.576981,0.0359057382911363,234.5143,469.0286,4.091575327125586
Fast Transit,0.34,788.8000000000001,2.0,11.04523256,4.436,4.46853488,0.0119444444444444,0.00899,0.7526511627906977,0.0408085274627272,227.33980000000005,454.6796000000001,3.539324523106484
Eco Transit,0.32,742.4,2.0,9.01,4.227,4.238,0.0102777777777777,0.00711299,0.6920747027027027,0.0388800932363636,230.134,460.268,4.466068873478473
Eco Transit,0.37,858.4,2.0,8.68444615,4.647,4.06686154,0.0180555555555555,0.014602,0.808726153846154,0.0436274578693181,223.3375,446.675,1.987772761903724
Transit,0.3,696.0,2.0,9.96833733,2.59817379,4.32663344,2.8969444444444443,1.887646,0.6515989644261195,0.0369086159318181,233.029,466.0580000000001,0.9804472788161456
Transit,0.37,858.4,2.0,10.98167958,4.57444014,4.4736338,0.0788888888888888,0.06641999,0.8419435352112676,0.0436274578693181,223.3375,446.675,0.3431577169867357
Transit,0.35,812.0,2.0,10.75783654,4.54287206,3.95915623,0.9227777777777776,0.737457,0.7991707405177605,0.0417576012556818,225.9805,451.961,0.94337622226695
Fast Transit,0.35,812.0,2.0,11.06772093,4.54778112,3.93977018,0.6091666666666666,0.48201701,0.7912727934336526,0.0417576012556818,225.9805,451.961,0.913369029745067
Eco Transit,0.33,765.6,2.0,7.71942946,2.51213774,4.14241094,2.67,1.95049,0.7305205992509364,0.0398494911675,228.72430000000003,457.44860000000006,0.9795694973224676
Transit,0.35,812.0,2.0,9.1611358,2.558,3.83214815,0.045,0.034737,0.7719333333333332,0.0417576012556818,225.9805,451.961,0.2021072992970555
Transit,0.31,719.2,2.0,10.98020755,2.555,3.79045283,0.0147222222222222,0.009607,0.6525509433962264,0.0378999345356818,231.5689,463.1378,2.9450332607142533
Transit,0.34,788.8000000000001,2.0,9.25065269,4.531,4.10519162,0.0463888888888888,0.034342,0.7403065868263472,0.0408085274627272,227.33980000000005,454.6796000000001,0.1882979285634874
Fast Transit,0.35,812.0,2.0,11.00477778,4.652,4.06377778,0.01,0.007929,0.7929,0.0417576012556818,225.9805,451.961,4.26643981027643
Transit,0.33,765.6,2.0,9.05398214,4.628,4.037,0.0155555555555555,0.011256,0.7236,0.0398494911675,228.72430000000003,457.44860000000006,2.5402888386194027
Eco Transit,0.32,742.4,2.0,8.99173684,4.23273684,4.23373684,0.0158333333333333,0.011023,0.6961894736842105,0.0388800932363636,230.134,460.268,2.527178920109194
Transit,0.32,742.4,2.0,10.12513804,4.37958399,4.06822346,7.118055555555555,4.99576399,0.7018439166439026,0.0388800932363636,230.134,460.268,0.992217387908198
Transit,0.33,765.6,2.0,10.46909999,2.45552845,4.34376363,3.368055555555556,2.39759801,0.7118641514226803,0.0398494911675,228.72430000000003,457.44860000000006,0.9833794109766132
Eco Transit,0.35,812.0,2.0,8.825,4.531,4.105,0.0030555555555555,0.002286,0.7481454545454544,0.0417576012556818,225.9805,451.961,17.2666672159588
Eco Transit,0.22,510.4,2.0,6.49393158,4.62281053,4.66225263,0.0527777777777777,0.020529,0.3889705263157894,0.02852841455,245.617,491.234,0.3896641117443618
Eco Transit,0.37,858.4,2.0,8.76195062,4.61187654,4.00494444,0.135,0.107421,0.795711111111111,0.0436274578693181,223.3375,446.675,0.5938647204055243
Transit,0.34,788.8000000000001,2.0,10.38655205,4.67542587,4.08509779,0.0880555555555555,0.06695099,0.7603267003154575,0.0408085274627272,227.33980000000005,454.6796000000001,0.3904716351061084
Eco Transit,0.28,649.6,2.0,7.12373034,4.655,4.80406742,0.0494444444444444,0.02785999,0.5634604719101124,0.03489090248,236.02480000000003,472.04960000000005,0.2523659369583408
Fast Transit,0.29,672.8,2.0,11.04677778,2.58577778,4.597,0.03,0.017817,0.5939,0.0359057382911363,234.5143,469.0286,1.015251629967804
Eco Transit,0.35,812.0,2.0,8.93777647,4.86416471,4.68087059,0.0236111111111111,0.018864,0.7989458823529412,0.0417576012556818,225.9805,451.961,1.2136132981171446
Eco Transit,0.2,464.0,2.0,4.09922051,4.489,4.1916,0.0541666666666666,0.01855901,0.3426278769230769,0.0262938258181818,249.016,498.032,0.4167687725897995
Fast Transit,0.37,858.4,2.0,11.19403017,4.55841026,4.49483107,1.8416666666666668,1.550671,0.8419933031674207,0.0436274578693181,223.3375,446.675,0.97186543253255
Transit,0.35,812.0,2.0,9.60910565,4.5266691,3.90101546,1.6716666666666664,1.297298,0.7760506480558327,0.0417576012556818,225.9805,451.961,0.9678118664673176
Transit,0.34,788.8000000000001,2.0,9.19931579,4.70373684,3.44952632,0.0211111111111111,0.015915,0.7538684210526315,0.0408085274627272,227.33980000000005,454.6796000000001,1.5641550400708315
Transit,0.33,765.6,2.0,9.25546756,4.22585242,4.21990394,0.4366666666666667,0.303607,0.6952832061068702,0.0398494911675,228.72430000000003,457.44860000000006,0.8687464677444856
Eco Transit,0.34,788.8000000000001,2.0,8.55019466,4.69508779,3.42984478,0.2183333333333333,0.169965,0.7784656488549618,0.0408085274627272,227.33980000000005,454.6796000000001,0.7599004061852306
Transit,0.35,812.0,2.0,9.32962069,2.561,3.84101724,0.0483333333333333,0.037298,0.7716827586206896,0.0417576012556818,225.9805,451.961,0.1195667664668834
Transit,0.28,649.6,2.0,9.17200719,4.458,3.83399281,0.0386111111111111,0.022157,0.5738503597122302,0.03489090248,236.02480000000003,472.04960000000005,0.5747123924719053
Eco Transit,0.33,765.6,2.0,7.39209524,4.72166667,4.08690476,0.0349999999999999,0.02439299,0.6969425714285715,0.0398494911675,228.72430000000003,457.44860000000006,0.6336452057537842
